No.,Time,Snd/Rc,Dest,Src,Priority,PGN,NOx Raw,O2 Raw,Status,Heater,Error NOx,Error O2
1092,9.202,Receive,255,81,6,61454,3974,62602,85,159,31,255
1093,9.209,Receive,255,0,6,65247,65535,65535,255,255,255,5
1094,9.209,Receive,255,0,6,65247,65535,65535,255,255,255,5
1095,9.224,Receive,255,82,6,61455,3976,62808,85,159,31,255
1096,9.224,Receive,255,82,6,61455,3976,62808,85,159,31,255
1097,9.229,Receive,255,0,6,65247,65535,65535,255,255,255,5
1098,9.229,Receive,255,0,6,65247,65535,65535,255,255,255,5
1099,9.249,Receive,255,0,6,65247,65535,65535,255,255,255,5
1100,9.249,Receive,255,0,6,65247,65535,65535,255,255,255,5
1101,9.251,Receive,255,81,6,61454,3974,62602,85,159,31,255
1102,9.251,Receive,255,81,6,61454,3974,62602,85,159,31,255
1103,9.269,Receive,255,0,6,65247,65535,65535,255,255,255,5
1104,9.269,Receive,255,0,6,65247,65535,65535,255,255,255,5
1105,9.274,Receive,255,82,6,61455,3976,62812,85,159,31,255
1106,9.274,Receive,255,82,6,61455,3976,62812,85,159,31,255
1107,9.289,Receive,255,0,6,65247,65535,65535,255,255,255,5
1108,9.289,Receive,255,0,6,65247,65535,65535,255,255,255,5
1109,9.302,Receive,255,81,6,61454,3974,62602,85,159,31,255
1110,9.302,Receive,255,81,6,61454,3974,62602,85,159,31,255
1111,9.310,Receive,255,0,6,65247,65535,65535,255,255,255,5
1112,9.310,Receive,255,0,6,65247,65535,65535,255,255,255,5
1113,9.324,Receive,255,82,6,61455,3976,62812,85,159,31,255
1114,9.324,Receive,255,82,6,61455,3976,62812,85,159,31,255
1115,9.329,Receive,255,0,6,65247,65535,65535,255,255,255,5
1116,9.329,Receive,255,0,6,65247,65535,65535,255,255,255,5
1117,9.349,Receive,255,0,6,65247,65535,65535,255,255,255,5
1118,9.349,Receive,255,0,6,65247,65535,65535,255,255,255,5
1119,9.352,Receive,255,81,6,61454,3974,62602,85,159,31,255
1120,9.352,Receive,255,81,6,61454,3974,62602,85,159,31,255
1121,9.369,Receive,255,0,6,65247,65535,65535,255,255,255,5
1122,9.369,Receive,255,0,6,65247,65535,65535,255,255,255,5
1123,9.374,Receive,255,82,6,61455,3976,62812,85,159,31,255
1124,9.374,Receive,255,82,6,61455,3976,62812,85,159,31,255
1125,9.390,Receive,255,0,6,65247,65535,65535,255,255,255,5
1126,9.390,Receive,255,0,6,65247,65535,65535,255,255,255,5
1127,9.402,Receive,255,81,6,61454,3974,62602,85,159,31,255
1128,9.402,Receive,255,81,6,61454,3974,62602,85,159,31,255
1129,9.409,Receive,255,0,6,65247,65535,65535,255,255,255,5
1130,9.409,Receive,255,0,6,65247,65535,65535,255,255,255,5
1131,9.424,Receive,255,82,6,61455,3968,62812,85,159,31,255
1132,9.424,Receive,255,82,6,61455,3968,62812,85,159,31,255
1133,9.429,Receive,255,0,6,65247,65535,65535,255,255,255,5
1134,9.429,Receive,255,0,6,65247,65535,65535,255,255,255,5
1135,9.449,Receive,255,0,6,65247,65535,65535,255,255,255,5
1136,9.449,Receive,255,0,6,65247,65535,65535,255,255,255,5
1137,9.452,Receive,255,81,6,61454,3974,62602,85,159,31,255
1138,9.452,Receive,255,81,6,61454,3974,62602,85,159,31,255
1139,9.469,Receive,255,0,6,65247,65535,65535,255,255,255,5
1140,9.469,Receive,255,0,6,65247,65535,65535,255,255,255,5
1141,9.474,Receive,255,82,6,61455,3976,62812,85,159,31,255
1142,9.474,Receive,255,82,6,61455,3976,62812,85,159,31,255
1143,9.489,Receive,255,0,6,65247,65535,65535,255,255,255,5
1144,9.489,Receive,255,0,6,65247,65535,65535,255,255,255,5
1145,9.502,Receive,255,81,6,61454,3974,62602,85,159,31,255
1146,9.502,Receive,255,81,6,61454,3974,62602,85,159,31,255
1147,9.509,Receive,255,0,6,65247,65535,65535,255,255,255,5
1148,9.509,Receive,255,0,6,65247,65535,65535,255,255,255,5
1149,9.524,Receive,255,82,6,61455,3976,62812,85,159,31,255
1150,9.524,Receive,255,82,6,61455,3976,62812,85,159,31,255
1151,9.529,Receive,255,0,6,65247,65535,65535,255,255,255,5
1152,9.529,Receive,255,0,6,65247,65535,65535,255,255,255,5
1153,9.549,Receive,255,0,6,65247,65535,65535,255,255,255,5
1154,9.549,Receive,255,0,6,65247,65535,65535,255,255,255,5
1155,9.552,Receive,255,81,6,61454,3974,62602,85,159,31,255
1156,9.552,Receive,255,81,6,61454,3974,62602,85,159,31,255
1157,9.569,Receive,255,0,6,65247,65535,65535,255,255,255,5
1158,9.569,Receive,255,0,6,65247,65535,65535,255,255,255,5
1159,9.574,Receive,255,82,6,61455,3968,62812,85,159,31,255
1160,9.574,Receive,255,82,6,61455,3968,62812,85,159,31,255
1161,9.589,Receive,255,0,6,65247,65535,65535,255,255,255,5
1162,9.589,Receive,255,0,6,65247,65535,65535,255,255,255,5
1163,9.602,Receive,255,81,6,61454,3974,62602,85,159,31,255
1164,9.602,Receive,255,81,6,61454,3974,62602,85,159,31,255
1165,9.609,Receive,255,0,6,65247,65535,65535,255,255,255,5
1166,9.609,Receive,255,0,6,65247,65535,65535,255,255,255,5
1167,9.624,Receive,255,82,6,61455,3968,62812,85,159,31,255
1168,9.624,Receive,255,82,6,61455,3968,62812,85,159,31,255
1169,9.629,Receive,255,0,6,65247,65535,65535,255,255,255,5
1170,9.629,Receive,255,0,6,65247,65535,65535,255,255,255,5
1171,9.649,Receive,255,0,6,65247,65535,65535,255,255,255,5
1172,9.649,Receive,255,0,6,65247,65535,65535,255,255,255,5
1173,9.652,Receive,255,81,6,61454,3974,62602,85,159,31,255
1174,9.652,Receive,255,81,6,61454,3974,62602,85,159,31,255
1175,9.669,Receive,255,0,6,65247,65535,65535,255,255,255,5
1176,9.669,Receive,255,0,6,65247,65535,65535,255,255,255,5
1177,9.674,Receive,255,82,6,61455,3968,62812,85,159,31,255
1178,9.674,Receive,255,82,6,61455,3968,62812,85,159,31,255
1179,9.689,Receive,255,0,6,65247,65535,65535,255,255,255,5
1180,9.689,Receive,255,0,6,65247,65535,65535,255,255,255,5
1181,9.702,Receive,255,81,6,61454,3974,62602,85,159,31,255
1182,9.702,Receive,255,81,6,61454,3974,62602,85,159,31,255
1183,9.710,Receive,255,0,6,65247,65535,65535,255,255,255,5
1184,9.710,Receive,255,0,6,65247,65535,65535,255,255,255,5
1185,9.724,Receive,255,82,6,61455,3968,62812,85,159,31,255
1186,9.724,Receive,255,82,6,61455,3968,62812,85,159,31,255
1187,9.729,Receive,255,0,6,65247,65535,65535,255,255,255,5
1188,9.729,Receive,255,0,6,65247,65535,65535,255,255,255,5
1189,9.749,Receive,255,0,6,65247,65535,65535,255,255,255,5
1190,9.749,Receive,255,0,6,65247,65535,65535,255,255,255,5
1191,9.752,Receive,255,81,6,61454,3974,62602,85,159,31,255
1192,9.752,Receive,255,81,6,61454,3974,62602,85,159,31,255
1193,9.769,Receive,255,0,6,65247,65535,65535,255,255,255,5
1194,9.769,Receive,255,0,6,65247,65535,65535,255,255,255,5
1195,9.774,Receive,255,82,6,61455,3968,62812,85,159,31,255
1196,9.774,Receive,255,82,6,61455,3968,62812,85,159,31,255
1197,9.789,Receive,255,0,6,65247,65535,65535,255,255,255,5
1198,9.789,Receive,255,0,6,65247,65535,65535,255,255,255,5
1199,9.802,Receive,255,81,6,61454,3974,62602,85,159,31,255
1200,9.802,Receive,255,81,6,61454,3974,62602,85,159,31,255
1201,9.809,Receive,255,0,6,65247,65535,65535,255,255,255,5
1202,9.809,Receive,255,0,6,65247,65535,65535,255,255,255,5
1203,9.824,Receive,255,82,6,61455,3976,62812,85,159,31,255
1204,9.824,Receive,255,82,6,61455,3976,62812,85,159,31,255
1205,9.829,Receive,255,0,6,65247,65535,65535,255,255,255,5
1206,9.829,Receive,255,0,6,65247,65535,65535,255,255,255,5
1207,9.849,Receive,255,0,6,65247,65535,65535,255,255,255,5
1208,9.849,Receive,255,0,6,65247,65535,65535,255,255,255,5
1209,9.852,Receive,255,81,6,61454,3974,62602,85,159,31,255
1210,9.852,Receive,255,81,6,61454,3974,62602,85,159,31,255
1211,9.869,Receive,255,0,6,65247,65535,65535,255,255,255,5
1212,9.869,Receive,255,0,6,65247,65535,65535,255,255,255,5
1213,9.874,Receive,255,82,6,61455,3976,62812,85,159,31,255
1214,9.874,Receive,255,82,6,61455,3976,62812,85,159,31,255
1215,9.889,Receive,255,0,6,65247,65535,65535,255,255,255,5
1216,9.889,Receive,255,0,6,65247,65535,65535,255,255,255,5
1217,9.902,Receive,255,81,6,61454,3974,62602,85,159,31,255
1218,9.902,Receive,255,81,6,61454,3974,62602,85,159,31,255
1219,9.909,Receive,255,0,6,65247,65535,65535,255,255,255,5
1220,9.909,Receive,255,0,6,65247,65535,65535,255,255,255,5
1221,9.924,Receive,255,82,6,61455,3976,62812,85,159,31,255
1222,9.924,Receive,255,82,6,61455,3976,62812,85,159,31,255
1223,9.929,Receive,255,0,6,65247,65535,65535,255,255,255,5
1224,9.929,Receive,255,0,6,65247,65535,65535,255,255,255,5
1225,9.949,Receive,255,0,6,65247,65535,65535,255,255,255,5
1226,9.949,Receive,255,0,6,65247,65535,65535,255,255,255,5
1227,9.952,Receive,255,81,6,61454,3974,62602,85,159,31,255
1228,9.952,Receive,255,81,6,61454,3974,62602,85,159,31,255
1229,9.970,Receive,255,0,6,65247,65535,65535,255,255,255,5
1230,9.970,Receive,255,0,6,65247,65535,65535,255,255,255,5
1231,9.974,Receive,255,82,6,61455,3976,62812,85,159,31,255
1232,9.974,Receive,255,82,6,61455,3976,62812,85,159,31,255
1233,9.989,Receive,255,0,6,65247,65535,65535,255,255,255,5
1234,9.989,Receive,255,0,6,65247,65535,65535,255,255,255,5
1235,10.002,Receive,255,81,6,61454,3974,62602,85,159,31,255
1236,10.002,Receive,255,81,6,61454,3974,62602,85,159,31,255
1237,10.009,Receive,255,0,6,65247,65535,65535,255,255,255,5
1238,10.009,Receive,255,0,6,65247,65535,65535,255,255,255,5
1239,10.024,Receive,255,82,6,61455,3976,62812,85,159,31,255
1240,10.024,Receive,255,82,6,61455,3976,62812,85,159,31,255
1241,10.029,Receive,255,0,6,65247,65535,65535,255,255,255,5
1242,10.029,Receive,255,0,6,65247,65535,65535,255,255,255,5
1243,10.049,Receive,255,0,6,65247,65535,65535,255,255,255,5
1244,10.049,Receive,255,0,6,65247,65535,65535,255,255,255,5
1245,10.052,Receive,255,81,6,61454,3974,62602,85,159,31,255
1246,10.052,Receive,255,81,6,61454,3974,62602,85,159,31,255
1247,10.069,Receive,255,0,6,65247,65535,65535,255,255,255,5
1248,10.069,Receive,255,0,6,65247,65535,65535,255,255,255,5
1249,10.074,Receive,255,82,6,61455,3976,62812,85,159,31,255
1250,10.074,Receive,255,82,6,61455,3976,62812,85,159,31,255
1251,10.089,Receive,255,0,6,65247,65535,65535,255,255,255,5
1252,10.089,Receive,255,0,6,65247,65535,65535,255,255,255,5
1253,10.102,Receive,255,81,6,61454,3974,62602,85,159,31,255
1254,10.102,Receive,255,81,6,61454,3974,62602,85,159,31,255
1255,10.109,Receive,255,0,6,65247,65535,65535,255,255,255,5
1256,10.109,Receive,255,0,6,65247,65535,65535,255,255,255,5
1257,10.124,Receive,255,82,6,61455,3976,62812,85,159,31,255
1258,10.124,Receive,255,82,6,61455,3976,62812,85,159,31,255
1259,10.129,Receive,255,0,6,65247,65535,65535,255,255,255,5
1260,10.129,Receive,255,0,6,65247,65535,65535,255,255,255,5
1261,10.149,Receive,255,0,6,65247,65535,65535,255,255,255,5
1262,10.149,Receive,255,0,6,65247,65535,65535,255,255,255,5
1263,10.152,Receive,255,81,6,61454,3984,62602,85,159,31,255
1264,10.152,Receive,255,81,6,61454,3984,62602,85,159,31,255
1265,10.169,Receive,255,0,6,65247,65535,65535,255,255,255,5
1266,10.169,Receive,255,0,6,65247,65535,65535,255,255,255,5
1267,10.174,Receive,255,82,6,61455,3976,62812,85,159,31,255
1268,10.174,Receive,255,82,6,61455,3976,62812,85,159,31,255
1269,10.189,Receive,255,0,6,65247,65535,65535,255,255,255,5
1270,10.189,Receive,255,0,6,65247,65535,65535,255,255,255,5
1271,10.202,Receive,255,81,6,61454,3984,62602,85,159,31,255
1272,10.202,Receive,255,81,6,61454,3984,62602,85,159,31,255
1273,10.209,Receive,255,0,6,65247,65535,65535,255,255,255,5
1274,10.209,Receive,255,0,6,65247,65535,65535,255,255,255,5
1275,10.224,Receive,255,82,6,61455,3976,62812,85,159,31,255
1276,10.224,Receive,255,82,6,61455,3976,62812,85,159,31,255
1277,10.229,Receive,255,0,6,65247,65535,65535,255,255,255,5
1278,10.229,Receive,255,0,6,65247,65535,65535,255,255,255,5
1279,10.249,Receive,255,0,6,65247,65535,65535,255,255,255,5
1280,10.249,Receive,255,0,6,65247,65535,65535,255,255,255,5
1281,10.252,Receive,255,81,6,61454,3984,62602,85,159,31,255
1282,10.252,Receive,255,81,6,61454,3984,62602,85,159,31,255
1283,10.269,Receive,255,0,6,65247,65535,65535,255,255,255,5
1284,10.269,Receive,255,0,6,65247,65535,65535,255,255,255,5
1285,10.274,Receive,255,82,6,61455,3976,62812,85,159,31,255
1286,10.274,Receive,255,82,6,61455,3976,62812,85,159,31,255
1287,10.289,Receive,255,0,6,65247,65535,65535,255,255,255,5
1288,10.289,Receive,255,0,6,65247,65535,65535,255,255,255,5
1289,10.302,Receive,255,81,6,61454,3984,62602,85,159,31,255
1290,10.302,Receive,255,81,6,61454,3984,62602,85,159,31,255
1291,10.309,Receive,255,0,6,65247,65535,65535,255,255,255,5
1292,10.309,Receive,255,0,6,65247,65535,65535,255,255,255,5
1293,10.324,Receive,255,82,6,61455,3976,62812,85,159,31,255
1294,10.324,Receive,255,82,6,61455,3976,62812,85,159,31,255
1295,10.329,Receive,255,0,6,65247,65535,65535,255,255,255,5
1296,10.329,Receive,255,0,6,65247,65535,65535,255,255,255,5
1297,10.349,Receive,255,0,6,65247,65535,65535,255,255,255,5
1298,10.349,Receive,255,0,6,65247,65535,65535,255,255,255,5
1299,10.352,Receive,255,81,6,61454,3984,62602,85,159,31,255
1300,10.352,Receive,255,81,6,61454,3984,62602,85,159,31,255
1301,10.369,Receive,255,0,6,65247,65535,65535,255,255,255,5
1302,10.369,Receive,255,0,6,65247,65535,65535,255,255,255,5
1303,10.374,Receive,255,82,6,61455,3976,62812,85,159,31,255
1304,10.374,Receive,255,82,6,61455,3976,62812,85,159,31,255
1305,10.389,Receive,255,0,6,65247,65535,65535,255,255,255,5
1306,10.389,Receive,255,0,6,65247,65535,65535,255,255,255,5
1307,10.402,Receive,255,81,6,61454,3984,62602,85,159,31,255
1308,10.402,Receive,255,81,6,61454,3984,62602,85,159,31,255
1309,10.409,Receive,255,0,6,65247,65535,65535,255,255,255,5
1310,10.409,Receive,255,0,6,65247,65535,65535,255,255,255,5
1311,10.424,Receive,255,82,6,61455,3976,62812,85,159,31,255
1312,10.424,Receive,255,82,6,61455,3976,62812,85,159,31,255
1313,10.429,Receive,255,0,6,65247,65535,65535,255,255,255,5
1314,10.429,Receive,255,0,6,65247,65535,65535,255,255,255,5
1315,10.449,Receive,255,0,6,65247,65535,65535,255,255,255,5
1316,10.449,Receive,255,0,6,65247,65535,65535,255,255,255,5
1317,10.452,Receive,255,81,6,61454,3984,62602,85,159,31,255
1318,10.452,Receive,255,81,6,61454,3984,62602,85,159,31,255
1319,10.469,Receive,255,0,6,65247,65535,65535,255,255,255,5
1320,10.469,Receive,255,0,6,65247,65535,65535,255,255,255,5
1321,10.474,Receive,255,82,6,61455,3976,62812,85,159,31,255
1322,10.474,Receive,255,82,6,61455,3976,62812,85,159,31,255
1323,10.489,Receive,255,0,6,65247,65535,65535,255,255,255,5
1324,10.489,Receive,255,0,6,65247,65535,65535,255,255,255,5
1325,10.502,Receive,255,81,6,61454,3984,62602,85,159,31,255
1326,10.502,Receive,255,81,6,61454,3984,62602,85,159,31,255
1327,10.509,Receive,255,0,6,65247,65535,65535,255,255,255,5
1328,10.509,Receive,255,0,6,65247,65535,65535,255,255,255,5
1329,10.524,Receive,255,82,6,61455,3976,62812,85,159,31,255
1330,10.524,Receive,255,82,6,61455,3976,62812,85,159,31,255
1331,10.529,Receive,255,0,6,65247,65535,65535,255,255,255,5
1332,10.529,Receive,255,0,6,65247,65535,65535,255,255,255,5
1333,10.549,Receive,255,0,6,65247,65535,65535,255,255,255,5
1334,10.549,Receive,255,0,6,65247,65535,65535,255,255,255,5
1335,10.552,Receive,255,81,6,61454,3984,62602,85,159,31,255
1336,10.552,Receive,255,81,6,61454,3984,62602,85,159,31,255
1337,10.569,Receive,255,0,6,65247,65535,65535,255,255,255,5
1338,10.569,Receive,255,0,6,65247,65535,65535,255,255,255,5
1339,10.574,Receive,255,82,6,61455,3976,62812,85,159,31,255
1340,10.574,Receive,255,82,6,61455,3976,62812,85,159,31,255
1341,10.589,Receive,255,0,6,65247,65535,65535,255,255,255,5
1342,10.589,Receive,255,0,6,65247,65535,65535,255,255,255,5
1343,10.602,Receive,255,81,6,61454,3984,62602,85,159,31,255
1344,10.602,Receive,255,81,6,61454,3984,62602,85,159,31,255
1345,10.609,Receive,255,0,6,65247,65535,65535,255,255,255,5
1346,10.609,Receive,255,0,6,65247,65535,65535,255,255,255,5
1347,10.624,Receive,255,82,6,61455,3976,62812,85,159,31,255
1348,10.624,Receive,255,82,6,61455,3976,62812,85,159,31,255
1349,10.629,Receive,255,0,6,65247,65535,65535,255,255,255,5
1350,10.629,Receive,255,0,6,65247,65535,65535,255,255,255,5
1351,10.649,Receive,255,0,6,65247,65535,65535,255,255,255,5
1352,10.649,Receive,255,0,6,65247,65535,65535,255,255,255,5
1353,10.652,Receive,255,81,6,61454,3984,62602,85,159,31,255
1354,10.652,Receive,255,81,6,61454,3984,62602,85,159,31,255
1355,10.669,Receive,255,0,6,65247,65535,65535,255,255,255,5
1356,10.669,Receive,255,0,6,65247,65535,65535,255,255,255,5
1357,10.674,Receive,255,82,6,61455,3976,62812,85,159,31,255
1358,10.674,Receive,255,82,6,61455,3976,62812,85,159,31,255
1359,10.689,Receive,255,0,6,65247,65535,65535,255,255,255,5
1360,10.689,Receive,255,0,6,65247,65535,65535,255,255,255,5
1361,10.702,Receive,255,81,6,61454,3984,62602,85,159,31,255
1362,10.702,Receive,255,81,6,61454,3984,62602,85,159,31,255
1363,10.709,Receive,255,0,6,65247,65535,65535,255,255,255,5
1364,10.709,Receive,255,0,6,65247,65535,65535,255,255,255,5
1365,10.724,Receive,255,82,6,61455,3976,62812,85,159,31,255
1366,10.724,Receive,255,82,6,61455,3976,62812,85,159,31,255
1367,10.729,Receive,255,0,6,65247,65535,65535,255,255,255,5
1368,10.729,Receive,255,0,6,65247,65535,65535,255,255,255,5
1369,10.749,Receive,255,0,6,65247,65535,65535,255,255,255,5
1370,10.749,Receive,255,0,6,65247,65535,65535,255,255,255,5
1371,10.752,Receive,255,81,6,61454,3984,62602,85,159,31,255
1372,10.752,Receive,255,81,6,61454,3984,62602,85,159,31,255
1373,10.769,Receive,255,0,6,65247,65535,65535,255,255,255,5
1374,10.769,Receive,255,0,6,65247,65535,65535,255,255,255,5
1375,10.774,Receive,255,82,6,61455,3976,62812,85,159,31,255
1376,10.774,Receive,255,82,6,61455,3976,62812,85,159,31,255
1377,10.789,Receive,255,0,6,65247,65535,65535,255,255,255,5
1378,10.789,Receive,255,0,6,65247,65535,65535,255,255,255,5
1379,10.802,Receive,255,81,6,61454,3984,62602,85,159,31,255
1380,10.802,Receive,255,81,6,61454,3984,62602,85,159,31,255
1381,10.809,Receive,255,0,6,65247,65535,65535,255,255,255,5
1382,10.809,Receive,255,0,6,65247,65535,65535,255,255,255,5
1383,10.824,Receive,255,82,6,61455,3968,62812,85,159,31,255
1384,10.824,Receive,255,82,6,61455,3968,62812,85,159,31,255
1385,10.829,Receive,255,0,6,65247,65535,65535,255,255,255,5
1386,10.829,Receive,255,0,6,65247,65535,65535,255,255,255,5
1387,10.849,Receive,255,0,6,65247,65535,65535,255,255,255,5
1388,10.849,Receive,255,0,6,65247,65535,65535,255,255,255,5
1389,10.852,Receive,255,81,6,61454,3984,62602,85,159,31,255
1390,10.852,Receive,255,81,6,61454,3984,62602,85,159,31,255
1391,10.869,Receive,255,0,6,65247,65535,65535,255,255,255,5
1392,10.869,Receive,255,0,6,65247,65535,65535,255,255,255,5
1393,10.874,Receive,255,82,6,61455,3968,62812,85,159,31,255
1394,10.874,Receive,255,82,6,61455,3968,62812,85,159,31,255
1395,10.889,Receive,255,0,6,65247,65535,65535,255,255,255,5
1396,10.889,Receive,255,0,6,65247,65535,65535,255,255,255,5
1397,10.902,Receive,255,81,6,61454,3984,62602,85,159,31,255
1398,10.902,Receive,255,81,6,61454,3984,62602,85,159,31,255
1399,10.909,Receive,255,0,6,65247,65535,65535,255,255,255,5
1400,10.909,Receive,255,0,6,65247,65535,65535,255,255,255,5
1401,10.924,Receive,255,82,6,61455,3968,62812,85,159,31,255
1402,10.924,Receive,255,82,6,61455,3968,62812,85,159,31,255
1403,10.930,Receive,255,0,6,65247,65535,65535,255,255,255,5
1404,10.930,Receive,255,0,6,65247,65535,65535,255,255,255,5
1405,10.949,Receive,255,0,6,65247,65535,65535,255,255,255,5
1406,10.949,Receive,255,0,6,65247,65535,65535,255,255,255,5
1407,10.952,Receive,255,81,6,61454,3984,62602,85,159,31,255
1408,10.952,Receive,255,81,6,61454,3984,62602,85,159,31,255
1409,10.969,Receive,255,0,6,65247,65535,65535,255,255,255,5
1410,10.969,Receive,255,0,6,65247,65535,65535,255,255,255,5
1411,10.974,Receive,255,82,6,61455,3968,62812,85,159,31,255
1412,10.974,Receive,255,82,6,61455,3968,62812,85,159,31,255
1413,10.989,Receive,255,0,6,65247,65535,65535,255,255,255,5
1414,10.989,Receive,255,0,6,65247,65535,65535,255,255,255,5
1415,11.002,Receive,255,81,6,61454,3984,62602,85,159,31,255
1416,11.002,Receive,255,81,6,61454,3984,62602,85,159,31,255
1417,11.009,Receive,255,0,6,65247,65535,65535,255,255,255,5
1418,11.009,Receive,255,0,6,65247,65535,65535,255,255,255,5
1419,11.024,Receive,255,82,6,61455,3968,62812,85,159,31,255
1420,11.024,Receive,255,82,6,61455,3968,62812,85,159,31,255
1421,11.029,Receive,255,0,6,65247,65535,65535,255,255,255,5
1422,11.029,Receive,255,0,6,65247,65535,65535,255,255,255,5
1423,11.049,Receive,255,0,6,65247,65535,65535,255,255,255,5
1424,11.049,Receive,255,0,6,65247,65535,65535,255,255,255,5
1425,11.052,Receive,255,81,6,61454,3984,62597,85,159,31,255
1426,11.052,Receive,255,81,6,61454,3984,62597,85,159,31,255
1427,11.069,Receive,255,0,6,65247,65535,65535,255,255,255,5
1428,11.069,Receive,255,0,6,65247,65535,65535,255,255,255,5
1429,11.074,Receive,255,82,6,61455,3968,62812,85,159,31,255
1430,11.074,Receive,255,82,6,61455,3968,62812,85,159,31,255
1431,11.089,Receive,255,0,6,65247,65535,65535,255,255,255,5
1432,11.089,Receive,255,0,6,65247,65535,65535,255,255,255,5
1433,11.102,Receive,255,81,6,61454,3984,62597,85,159,31,255
1434,11.102,Receive,255,81,6,61454,3984,62597,85,159,31,255
1435,11.109,Receive,255,0,6,65247,65535,65535,255,255,255,5
1436,11.109,Receive,255,0,6,65247,65535,65535,255,255,255,5
1437,11.124,Receive,255,82,6,61455,3968,62812,85,159,31,255
1438,11.124,Receive,255,82,6,61455,3968,62812,85,159,31,255
1439,11.130,Receive,255,0,6,65247,65535,65535,255,255,255,5
1440,11.130,Receive,255,0,6,65247,65535,65535,255,255,255,5
1441,11.149,Receive,255,0,6,65247,65535,65535,255,255,255,5
1442,11.150,Receive,255,0,6,65247,65535,65535,255,255,255,5
1443,11.152,Receive,255,81,6,61454,3984,62597,85,159,31,255
1444,11.152,Receive,255,81,6,61454,3984,62597,85,159,31,255
1445,11.169,Receive,255,0,6,65247,65535,65535,255,255,255,5
1446,11.170,Receive,255,0,6,65247,65535,65535,255,255,255,5
1447,11.174,Receive,255,82,6,61455,3968,62812,85,159,31,255
1448,11.174,Receive,255,82,6,61455,3968,62812,85,159,31,255
1449,11.189,Receive,255,0,6,65247,65535,65535,255,255,255,5
1450,11.189,Receive,255,0,6,65247,65535,65535,255,255,255,5
1451,11.202,Receive,255,81,6,61454,3984,62597,85,159,31,255
1452,11.202,Receive,255,81,6,61454,3984,62597,85,159,31,255
1453,11.209,Receive,255,0,6,65247,65535,65535,255,255,255,5
1454,11.209,Receive,255,0,6,65247,65535,65535,255,255,255,5
1455,11.224,Receive,255,82,6,61455,3968,62812,85,159,31,255
1456,11.224,Receive,255,82,6,61455,3968,62812,85,159,31,255
1457,11.229,Receive,255,0,6,65247,65535,65535,255,255,255,5
1458,11.229,Receive,255,0,6,65247,65535,65535,255,255,255,5
1459,11.249,Receive,255,0,6,65247,65535,65535,255,255,255,5
1460,11.249,Receive,255,0,6,65247,65535,65535,255,255,255,5
1461,11.252,Receive,255,81,6,61454,3984,62597,85,159,31,255
1462,11.252,Receive,255,81,6,61454,3984,62597,85,159,31,255
1463,11.269,Receive,255,0,6,65247,65535,65535,255,255,255,5
1464,11.269,Receive,255,0,6,65247,65535,65535,255,255,255,5
1465,11.274,Receive,255,82,6,61455,3968,62812,85,159,31,255
1466,11.274,Receive,255,82,6,61455,3968,62812,85,159,31,255
1467,11.289,Receive,255,0,6,65247,65535,65535,255,255,255,5
1468,11.289,Receive,255,0,6,65247,65535,65535,255,255,255,5
1469,11.302,Receive,255,81,6,61454,3984,62597,85,159,31,255
1470,11.302,Receive,255,81,6,61454,3984,62597,85,159,31,255
1471,11.309,Receive,255,0,6,65247,65535,65535,255,255,255,5
1472,11.309,Receive,255,0,6,65247,65535,65535,255,255,255,5
1473,11.324,Receive,255,82,6,61455,3968,62812,85,159,31,255
1474,11.324,Receive,255,82,6,61455,3968,62812,85,159,31,255
1475,11.330,Receive,255,0,6,65247,65535,65535,255,255,255,5
1476,11.330,Receive,255,0,6,65247,65535,65535,255,255,255,5
1477,11.349,Receive,255,0,6,65247,65535,65535,255,255,255,5
1478,11.349,Receive,255,0,6,65247,65535,65535,255,255,255,5
1479,11.352,Receive,255,81,6,61454,3984,62597,85,159,31,255
1480,11.352,Receive,255,81,6,61454,3984,62597,85,159,31,255
1481,11.369,Receive,255,0,6,65247,65535,65535,255,255,255,5
1482,11.369,Receive,255,0,6,65247,65535,65535,255,255,255,5
1483,11.374,Receive,255,82,6,61455,3968,62812,85,159,31,255
1484,11.374,Receive,255,82,6,61455,3968,62812,85,159,31,255
1485,11.390,Receive,255,0,6,65247,65535,65535,255,255,255,5
1486,11.390,Receive,255,0,6,65247,65535,65535,255,255,255,5
1487,11.402,Receive,255,81,6,61454,3984,62597,85,159,31,255
1488,11.402,Receive,255,81,6,61454,3984,62597,85,159,31,255
1489,11.409,Receive,255,0,6,65247,65535,65535,255,255,255,5
1490,11.409,Receive,255,0,6,65247,65535,65535,255,255,255,5
1491,11.424,Receive,255,82,6,61455,3968,62812,85,159,31,255
1492,11.424,Receive,255,82,6,61455,3968,62812,85,159,31,255
1493,11.429,Receive,255,0,6,65247,65535,65535,255,255,255,5
1494,11.429,Receive,255,0,6,65247,65535,65535,255,255,255,5
1495,11.449,Receive,255,0,6,65247,65535,65535,255,255,255,5
1496,11.449,Receive,255,0,6,65247,65535,65535,255,255,255,5
1497,11.452,Receive,255,81,6,61454,3984,62597,85,159,31,255
1498,11.452,Receive,255,81,6,61454,3984,62597,85,159,31,255
1499,11.469,Receive,255,0,6,65247,65535,65535,255,255,255,5
1500,11.469,Receive,255,0,6,65247,65535,65535,255,255,255,5
